ensembl_gene_id	GTEx_gene_id_version	Description	Adipose...Subcutaneous	Adipose...Visceral..Omentum.	Adrenal.Gland	Artery...Aorta	Artery...Coronary	Artery...Tibial	Bladder	Brain...Amygdala	Brain...Anterior.cingulate.cortex..BA24.	Brain...Caudate..basal.ganglia.	Brain...Cerebellar.Hemisphere	Brain...Cerebellum	Brain...Cortex	Brain...Frontal.Cortex..BA9.	Brain...Hippocampus	Brain...Hypothalamus	Brain...Nucleus.accumbens..basal.ganglia.	Brain...Putamen..basal.ganglia.	Brain...Spinal.cord..cervical.c.1.	Brain...Substantia.nigra	Breast...Mammary.Tissue	Cells...EBV.transformed.lymphocytes	Cells...Transformed.fibroblasts	Cervix...Ectocervix	Cervix...Endocervix	Colon...Sigmoid	Colon...Transverse	Esophagus...Gastroesophageal.Junction	Esophagus...Mucosa	Esophagus...Muscularis	Fallopian.Tube	Heart...Atrial.Appendage	Heart...Left.Ventricle	Kidney...Cortex	Liver	Lung	Minor.Salivary.Gland	Muscle...Skeletal	Nerve...Tibial	Ovary	Pancreas	Pituitary	Prostate	Skin...Not.Sun.Exposed..Suprapubic.	Skin...Sun.Exposed..Lower.leg.	Small.Intestine...Terminal.Ileum	Spleen	Stomach	Testis	Thyroid	Uterus	Vagina	Whole.Blood	tissue_means	sum
ENSG00000243104	ENSG00000243104.1	AC012363.10	0	0	0	0	0.1339	0	0.1749	0	0	0.076775	0.60385	0.4743	0	0	0	0	0	0	0.141	0	0.08915	0.073355	0	0.20835	0	0.1549	0.1007	0.1544	0	0.1429	0.3978	0	0	0	0	0.1316	0.1884	0	0.16205	0	0	0.1209	0.17625	0	0	0.1384	0.15025	0	0	0.17065	0.3011	0.2252	0	0.0885109433962264	4.77959094339623
ENSG00000234065	ENSG00000234065.2	MTND4P26	0.1208	0.1195	0.051035	0.1762	0.1952	0.1691	0.2558	0.09284	0.08692	0.12665	0.7051	0.6419	0.10245	0.09895	0.09558	0.1046	0.1167	0.07629	0.1707	0.098255	0.15265	0.14605	0.1281	0.33885	0.2664	0.2423	0.134	0.2262	0.1255	0.1977	0.3397	0.09394	0.06283	0.05172	0	0.2104	0.2124	0.052535	0.2827	0.2395	0.069265	0.1855	0.2609	0.1372	0.1138	0.1734	0.21445	0.1023	0.08171	0.2676	0.5525	0.3358	0	0.181178679245283	9.78364867924528
ENSG00000223549	ENSG00000223549.1	MTND5P28	0.10395	0.1027	0.04337	0.1412	0.1463	0.1504	0.2181	0.06995	0.07359	0.10215	0.5301	0.5029	0.08782	0.09469	0.07257	0.09588	0.09825	0.05951	0.1351	0.06491	0.1395	0.14075	0.1099	0.3585	0.3828	0.2147	0.1255	0.2044	0.1131	0.18845	0.1942	0.08568	0.04689	0.04701	0.01789	0.1732	0.1995	0.049455	0.2433	0.193	0.06582	0.1503	0.18285	0.1202	0.1066	0.1642	0.12455	0.08678	0.09599	0.21425	0.4666	0.2829	0.04146	0.155163490566038	8.37882849056604
ENSG00000234480	ENSG00000234480.1	AC073869.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.736	0	0	0	0	0.0138867924528302	0.74988679245283
ENSG00000234842	ENSG00000234842.1	AC007163.8	0.100315	0	0.13035	0.1808	0.1837	0	0	0.1088	0.08294	0.08753	0.07108	0	0.07149	0.08174	0.1122	0.1301	0.1076	0.08819	0.7768	0.1706	0.0914	0	0.1759	0.0718	0	0	0	0	0	0	0	0.09663	0.02691	0	0	0.1303	0	0	0.066175	0.2435	0	0.3163	0	0	0	0	0	0	0.385	0	0.06868	0	0	0.0784307547169811	4.23526075471698
ENSG00000269028	ENSG00000269028.2	MTRNR2L12	2.5055	2.567	5.601	1.532	2.094	2.44	1.648	16.195	13.94	13.895	7.256	7.113	11.61	11.96	14.61	12.5	14.69	15.035	10.33	16.205	2.2235	2.5695	1.849	0.8561	1.182	3.39	3.4325	3.4045	2.045	3.213	1.234	5.967	8.184	5.979	3.394	2.539	1.657	4.179	2.153	1.418	1.0625	2.416	2.89	2.52	2.521	2.674	1.897	3.436	3.869	2.3975	1.493	1.613	1.439	5.18535094339623	280.008950943396
ENSG00000249780	ENSG00000249780.1	RP11-352E6.2	0.4576	0.3884	0.5796	0.1971	0.2079	0.3766	0	0.7771	0.6526	0.67815	0.5033	0.4005	0.57945	0.644	0.6618	0.6358	0.5645	0.6252	0.5174	0.5864	0.42595	0.21795	0.1727	0.08355	0.4682	0.3668	0.44745	0.38705	0.2439	0.38155	0.1961	0.6844	0.9559	0.7293	0.4512	0.2992	0.3393	0.5514	0.3522	0.1917	0.12155	0.3051	0.38955	0.4476	0.4641	0.3441	0.2054	0.40525	0.3794	0.49805	0.1897	0.2091	0.1447	0.416656603773585	22.4994566037736
ENSG00000250050	ENSG00000250050.1	MTND4P9	0	0.03317	0	0	0	0	0	0.040005	0.06802	0.04876	2.7825	2.895	0.070725	0.06767	0.02691	0.03873	0.02931	0.016905	0.02297	0.020865	0	0.3614	0	0.036115	0	0	0.079875	0	0	0	0	0	0	0.03071	0	0.1689	0.1907	0	0.1811	0	0.077415	0	0	0	0	0.1498	0.22785	0.072505	0	0.045665	0	0	0	0.146859905660377	7.93043490566038
ENSG00000248133	ENSG00000248133.1	RP11-302F12.7	0	0	0	0	0	0	0	0	0	0	0.43985	0.5663	0	0	0	0	0	0	0	0	0	0	0	0	0.1815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0224084905660377	1.21005849056604
ENSG00000251353	ENSG00000251353.1	MTND3P5	0	0	0	0	0	0	0	0	0	0	0.80365	0.9841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0337311320754717	1.82148113207547
ENSG00000248654	ENSG00000248654.1	RP11-302F12.5	0	0	0	0	0	0	0	0	0	0	0.70225	0.8465	0	0	0	0	0	0	0	0	0	0.07981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0317922641509434	1.71678226415094
ENSG00000249072	ENSG00000249072.1	RP11-777B9.5	0	0	0.2352	0	0	0	0	0.9125	0.6537	0.61295	0.38115	0.3578	0.4451	0.5649	0.6724	0.6892	0.6724	0.62775	0.5402	0.6868	0	0.1732	0	0	0.3369	0.2002	0.19255	0.20055	0	0.115975	0	0.2599	0.3598	0.3671	0.1641	0	0	0.1887	0	0	0	0	0.23475	0.1228	0.1613	0.132	0	0.17285	0.2406	0.459	0	0	0	0.228949528301887	12.3632745283019
ENSG00000271043	ENSG00000271043.1	MTRNR2L2	1.551	1.578	3.009	1.051	1.368	1.531	1.21	9.009	7.4	7.746	4.2775	4.208	5.6705	6.495	8.363	6.829	8.35	8.2795	6.036	8.5145	1.441	1.505	1.119	0.83645	0.7496	1.916	1.909	1.91	1.249	1.7655	0.9106	3.311	4.453	4.235	1.888	1.572	1.147	2.3245	1.6475	1.246	0.62195	1.667	1.876	1.51	1.552	1.59	1.2185	1.918	2.372	1.627	1.301	1.369	0.9147	3.00279811320755	162.151098113208
ENSG00000270906	ENSG00000270906.1	RP11-475J5.6	0.55035	0.4375	0.7573	0.2374	0.2841	0.334	0.2197	0.81095	0.7085	0.9323	0.59655	0.6786	0.87085	0.7498	0.8213	0.9148	0.8858	1.1945	0.7882	0.9427	0.44365	0.3075	0.3007	0.11863	0.2577	0.5246	0.58825	0.5896	0.2914	0.5396	0.1752	0.9487	1.375	0.6759	0.7689	0.393	0.5318	0.86225	0.43715	0.2645	0.22375	0.3391	0.5205	0.4711	0.4272	0.6357	0.3697	0.6361	0.5416	0.5121	0.3047	0.2614	0.1382	0.556422264150943	30.0468022641509
ENSG00000270307	ENSG00000270307.1	MTATP6P2	0.46995	0.4609	0.69245	0.2178	0.2685	0.3146	0.2938	0.87285	0.8327	0.79495	0.53605	0.6538	0.7719	0.7321	0.7895	0.7853	0.7678	0.7869	0.6398	0.70515	0.43725	0.21145	0.2314	0.24885	0.1779	0.4516	0.487	0.4461	0.2566	0.4056	0.1979	0.795	0.9297	0.6354	0.5638	0.3374	0.4073	0.6906	0.3334	0.2647	0.1724	0.3658	0.4305	0.3705	0.3813	0.5169	0.269	0.494	0.4006	0.42215	0.2808	0.2507	0.115	0.478592452830189	25.8439924528302
ENSG00000270225	ENSG00000270225.1	RP11-475J5.4	0.28595	0.2736	0.40655	0.1444	0.1988	0.2139	0.2427	0.61295	0.6119	0.69815	0.44205	0.4437	0.50875	0.5416	0.5848	0.5588	0.5687	0.73975	0.5715	0.7078	0.31655	0.22205	0.2058	0.06955	0.1471	0.3239	0.44825	0.31805	0.2118	0.3319	0.2339	0.3634	0.6634	0.5374	0.3829	0.263	0.2211	0.3738	0.2299	0.142	0.1238	0.2472	0.3143	0.2488	0.2821	0.356	0.2334	0.33485	0.238	0.2692	0.1718	0.1694	0.1032	0.348191509433962	18.802341509434
ENSG00000244921	ENSG00000244921.2	CTB-36O1.7	1.1775	0.9855	1.2345	0.6269	0.7567	0.8147	0.6975	1.359	1.162	1.66	0.99415	1.381	1.2755	1.052	1.248	1.25	1.508	1.606	1.143	1.245	1.0995	0.56845	0.6198	0.5456	0.7305	1.057	1.1965	1.132	0.7725	1.0695	0.7234	1.535	2.058	1.561	1.315	0.8302	1.131	1.398	0.95765	0.7062	0.59725	0.9373	1.0305	0.9813	0.9988	1.339	0.6579	1.215	0.9657	1.139	0.6884	0.7502	0.313	1.05277547169811	56.8498754716981
ENSG00000249119	ENSG00000249119.1	MTND6P4	1.5485	2.009	2.239	2.081	2.068	1.854	3.282	2.889	2.13	3.36	1.862	2.103	2.452	2.214	2.578	2.83	2.942	3.5545	2.34	2.533	1.5415	1.959	1.557	1.0089	0.8638	1.61	2.2145	2.649	1.39	2.4825	2.412	3.144	3.415	1.801	1.779	2.335	1.356	3.457	1.802	1.188	0.81245	0.9877	1.5475	2.827	2.894	3.301	1.965	3.0255	1.037	1.541	1.36	1.088	0.7016	2.11173490566038	114.03368490566
ENSG00000248923	ENSG00000248923.1	MTND5P11	0.8085	0.912	1.0625	0.7742	0.8474	0.7503	0.9673	1.3025	1.132	1.6545	0.9334	1.218	1.325	1.147	1.428	1.279	1.475	1.5905	1.134	1.2095	0.72975	0.90585	0.7239	0.5581	0.8653	0.8359	1.0795	1.204	0.7285	1.0385	0.9033	1.659	1.803	0.956	0.9907	1.051	0.8628	1.3885	0.88995	0.6953	0.4589	0.5993	0.78535	1.185	1.147	1.367	0.72645	1.299	0.6856	0.86695	0.6593	0.5976	0.3084	1.00953396226415	54.5148339622641
ENSG00000247627	ENSG00000247627.2	MTND4P12	10.75	9.609	15.505	5.445	6.682	6.635	5.936	16.405	14.04	16.56	10.78	13.13	15.85	14.39	18.14	17.18	17.07	17.8	15.13	16.985	9.8485	5.961	5.377	4.653	5.416	10.53	12	11.62	6.167	11.325	5.147	16.59	22.74	17.53	17.02	8.47	8.878	13.84	9.0825	6.806	4.458	7.174	12.055	9.016	8.626	12.11	6.955	13.27	9.33	10.965	6.749	6.163	3.059	10.9991132075472	593.952113207547
ENSG00000198868	ENSG00000198868.3	MIR4461	2.0375	2.174	3.2245	0.9628	1.329	1.288	1.627	2.9645	2.746	3.594	2.0365	2.907	3.579	2.556	3.122	3.077	2.956	3.368	2.565	2.98	1.967	1.3535	1.253	0.4443	1.309	2.043	2.431	2.384	1.362	2.4905	0.9493	3.388	5.18	2.912	3.195	1.751	1.901	2.895	1.8345	1.247	1.0215	1.71	2.5225	1.749	1.769	2.25	1.1935	2.645	2.09	2.2575	1.438	1.323	0.4782	2.18549245283019	118.01659245283
ENSG00000255633	ENSG00000255633.3	MTRNR2L9	0.23325	0.2285	0.4685	0.176	0.2215	0.2615	0.2679	1.494	1.229	1.207	0.67795	0.5817	0.9355	0.9745	1.373	1.18	1.298	1.158	0.8512	1.26	0.2253	0.23035	0.1604	0.044935	0.1132	0.3215	0.2926	0.331	0.1803	0.285	0.1139	0.4962	0.6997	0.6181	0.2749	0.2491	0.1036	0.3537	0.2465	0.1173	0.09184	0.213	0.2835	0.2244	0.2446	0.188	0.19675	0.27035	0.3228	0.23715	0.1321	0.1379	0.2005	0.458065566037736	24.7355405660377
ENSG00000270672	ENSG00000270672.1	MTRNR2L6	0.089005	0.08654	0.15175	0.06739	0.0822	0.0986	0.06776	0.54055	0.3939	0.4036	0.22345	0.2161	0.3063	0.3431	0.4593	0.4097	0.4125	0.43955	0.3864	0.4469	0.091455	0.085705	0.06606	0.054445	0.1236	0.1118	0.10805	0.10495	0.07117	0.1049	0.1101	0.1688	0.2113	0.1928	0.1099	0.0974	0.05438	0.1105	0.10875	0.04542	0.15425	0.08922	0.1293	0.094	0.1025	0.09188	0.07629	0.12025	0.142	0.090695	0.0551	0.06511	0.07513	0.170600094339623	9.21240509433962
ENSG00000253290	ENSG00000253290.1	RP11-597M17.3	0.5256	0	0	0	0.1058	0.2295	0.6189	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12905	0	0	0	0	0	0	0.15315	0	0	0	0.2396	0	0	0	0	0.1721	0	2.7605	0.1317	0	0	0	0.189	0.4886	0	0	0	0.3677	0.0591	0	0.4009	0	0.123984905660377	6.69518490566038
ENSG00000253615	ENSG00000253615.1	RP11-597M17.2	0.32345	0	0	0	0	0	0.2656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15785	0.334	0	0	0	0	0	0	0.1553	0	0	0	0	0	0	1.716	0	0	0	0	0	0.2735	0	0	0	0.2619	0	0	0.2641	0	0.0707867924528302	3.82248679245283
ENSG00000227730	ENSG00000227730.2	MTND6P5	0	0	0	0.09048	0	0	0	0	0	0	0	0.08574	0	0	0	0	0	0	0	0	0	0	0	0.09372	0.09785	0	0	0	0	0	0	0	0	0	0	0.07296	0	0	0	0	0	0	0	0.1168	0.1068	0.04564	0.073745	0	4.393	0	0	0.1054	0.09656	0.101484811320755	5.48017981132075
ENSG00000228166	ENSG00000228166.1	MTND1P11	0.076505	0	0	0.1196	0.04503	0.09524	0	0	0	0	0	0.06662	0	0	0	0	0	0	0	0	0.044875	0.087525	0	0.1209	0	0	0	0	0	0	0	0	0	0	0	0.08135	0	0	0.07326	0.1143	0	0	0	0.1515	0.1185	0.04879	0.046215	0	0.8721	0	0.04474	0.1126	0.08273	0.0453279245283019	2.4477079245283
ENSG00000224083	ENSG00000224083.1	RP11-39K24.4	0.093715	0.06792	0.03597	0.1694	0.06832	0.1309	0.0721	0.00892	0	0	0.0402	0.08238	0.019265	0	0	0	0	0.02168	0	0	0.06601	0.081235	0	0.106405	0.06557	0.0541	0.045375	0.055275	0.05911	0.05072	0.1342	0.04088	0.03181	0.04251	0	0.11	0.04329	0.028055	0.1074	0.1111	0	0.0297	0.04753	0.166	0.1608	0.06727	0.09049	0.0463	0.8569	0.056935	0.08517	0.1026	0.0786	0.0723039622641509	3.90441396226415
ENSG00000235917	ENSG00000235917.1	RP11-39K24.14	0.07934	0.05805	0	0.1487	0.0803	0.1128	0	0	0	0	0	0.06224	0	0	0	0	0	0	0	0	0.05622	0.055545	0	0.08271	0.08868	0.0375	0	0	0.04565	0	0	0	0	0	0	0.09937	0	0	0.083845	0.1187	0	0	0	0.1594	0.1439	0.05111	0.074535	0	0.6858	0	0.07159	0.1467	0.1006	0.0498733018867925	2.69315830188679
ENSG00000228097	ENSG00000228097.1	RP11-39K24.12	0.10205	0.06988	0	0.1929	0.1224	0.128	0.07483	0	0	0	0	0.07361	0	0	0	0	0	0	0	0	0.053415	0.10555	0	0.07255	0	0	0	0	0	0	0.09396	0	0	0	0	0.1442	0	0	0.1253	0.08781	0	0	0	0.1784	0.1655	0.06037	0.1089	0	0.6052	0	0.1225	0.1135	0.07109	0.0541870754716981	2.9261020754717
ENSG00000237711	ENSG00000237711.1	RP11-39K24.13	0.1271	0.1006	0	0.2454	0.1205	0.1684	0.1029	0	0	0	0.052375	0.1084	0	0	0	0	0	0	0	0	0.09018	0.1129	0	0.077265	0.1541	0.06526	0.046435	0.046435	0.07568	0	0.1653	0.0387	0	0	0	0.1717	0	0	0.13615	0.1316	0	0	0	0.2418	0.2075	0.08412	0.16215	0	0.8865	0.071645	0.1147	0.149	0.06095	0.0814291509433962	4.3971741509434
ENSG00000230225	ENSG00000230225.1	MTND5P14	0.1115	0.08893	0.03722	0.2061	0.08911	0.1494	0	0	0	0	0	0.06265	0	0	0	0	0	0	0	0	0.07807	0.1178	0	0.08038	0.04785	0.04084	0.03549	0	0.07432	0.028325	0	0.03453	0.02251	0	0	0.1282	0.03907	0	0.11795	0.1145	0	0	0.035175	0.1794	0.1552	0.06373	0.1832	0.03365	0.7143	0.06552	0.08373	0.1302	0.06582	0.0644277358490566	3.47909773584906
ENSG00000228069	ENSG00000228069.1	RP11-100G15.3	0.15775	0.1932	0.1078	0.1893	0.1343	0.06336	0.3625	0	0	0	0.081005	0.1077	0	0	0	0.03744	0	0	0.06741	0	0.22965	0.22695	0.2314	0.5951	0.3871	0.1127	0.16785	0.14005	0.2158	0.1175	0.5395	0.07363	0.03086	0.1318	0.09292	0.3836	0.2804	0	0.2046	0.75	0.1735	0.1863	0.19345	0.4738	0.2822	0.2519	0.23865	0.1676	0.2394	0.2666	0.3303	0.3626	0.08355	0.182321226415094	9.84534622641509
ENSG00000238288	ENSG00000238288.1	RP11-100G15.4	0.090385	0.1128	0	0.1286	0	0	0.2035	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11855	0.16565	0.1134	0.35545	0.5242	0	0	0	0.1176	0	0.1933	0	0	0.05661	0	0.2044	0.1721	0	0	0.539	0.1061	0	0	0.2993	0.1707	0.1355	0.1245	0	0.1236	0.1509	0.1512	0.1975	0	0.0859404716981132	4.64078547169811
ENSG00000227321	ENSG00000227321.2	MTND4P15	0.12205	0.1481	0.07609	0.1273	0.08714	0	0.1343	0	0	0	0.03158	0.0865	0	0	0	0	0	0	0	0	0.1469	0.19325	0.1952	0.6242	0.206	0.09064	0.11105	0.090095	0.1567	0.08053	0.2917	0.04808	0	0.06822	0.02519	0.2528	0.2447	0	0.12255	0.538	0.136	0.08928	0.08713	0.3532	0.2279	0.1564	0.09224	0.134	0.1657	0.16865	0.2132	0.2908	0	0.121006886792453	6.53437188679245
ENSG00000230338	ENSG00000230338.1	MTND4P19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.193	0	0	0	0	0	2.208	0	0	0	0	0	0	0	0	0.1666	0.1391	1.399	0	0.5256	0	0	0	0.26	0	0.111156603773585	6.00245660377359
ENSG00000233377	ENSG00000233377.1	MTND4P20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15265	0	0	0.90515	0	4.664	0	0	0	0	0.5486	114.2	0.1237	0.1021	0	0	0	0.04836	0	0	1.07	0.741	17.91	0	9.272	0	0	0	1.184	0	2.84757660377359	153.769136603774
